run_timestamp_utc,quality_dir,iter_count,total_rounds,total_duration_sec,avg_rounds_per_game,avg_duration_sec_per_game,all_converged
2026-04-18T03:00:42.047199+00:00,mock_data/non_coop_quality_scenarios,100,7549,19.379368,75.490000,0.193794,1
