run_timestamp_utc,quality_dir,iter_count,total_rounds,total_duration_sec,avg_rounds_per_game,avg_duration_sec_per_game,all_converged
2026-04-18T03:09:19.621272+00:00,mock_data/non_coop_quality_scenarios,100,34903,143.203442,349.030000,1.432034,1
