run_timestamp_utc,quality_dir,iter_count,total_rounds,total_duration_sec,avg_rounds_per_game,avg_duration_sec_per_game,all_converged
2026-04-18T08:34:18.674664+00:00,quality_data/non_coop_quality_scenarios,100,9549,9.843230,95.490000,0.098432,1
