run_timestamp_utc,quality_dir,iter_count,total_rounds,total_duration_sec,avg_rounds_per_game,avg_duration_sec_per_game,all_converged
2026-04-18T08:35:12.476841+00:00,quality_data/non_coop_quality_scenarios,100,18225,47.039640,182.250000,0.470396,1
