run_timestamp_utc,quality_dir,iter_count,total_rounds,total_duration_sec,avg_rounds_per_game,avg_duration_sec_per_game,all_converged
2026-04-18T08:55:23.421777+00:00,quality_data/non_coop_quality_scenarios,100,53855,448.604351,538.550000,4.486044,1
2026-04-18T09:06:23.440471+00:00,quality_data/non_coop_quality_scenarios_similar,100,70806,585.479186,708.060000,5.854792,1
