run_timestamp_utc,quality_dir,iter_count,total_rounds,total_duration_sec,avg_rounds_per_game,avg_duration_sec_per_game,all_converged
2026-04-18T03:00:42.047199+00:00,mock_data/non_coop_quality_scenarios,100,7549,19.379368,75.490000,0.193794,1
2026-04-18T07:04:26.671037+00:00,quality_data/non_coop_quality_scenarios_similar,100,23488,55.897854,234.880000,0.558979,1
2026-04-18T08:29:57.375664+00:00,quality_data/non_coop_quality_scenarios_similar,100,47045,105.342522,470.450000,1.053425,1
