run_timestamp_utc,quality_dir,iter_count,total_rounds,total_duration_sec,avg_rounds_per_game,avg_duration_sec_per_game,all_converged
2026-04-18T17:10:47.712199+00:00,quality_data/non_coop_quality_scenarios/3,100,62322,545.581411,623.220000,5.455814,1
