run_timestamp_utc,quality_dir,iter_count,total_rounds,total_duration_sec,avg_rounds_per_game,avg_duration_sec_per_game,all_converged
2026-04-18T17:35:04.133486+00:00,quality_data/non_coop_quality_scenarios/5,100,52037,229.848593,520.370000,2.298486,1
