run_timestamp_utc,quality_dir,iter_count,total_rounds,total_duration_sec,avg_rounds_per_game,avg_duration_sec_per_game,all_converged
2026-04-18T17:11:55.063991+00:00,quality_data/non_coop_quality_scenarios/4,100,21914,51.809582,219.140000,0.518096,1
